City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Poum,4,NC,1615988986,76,-20.2333,164.0167,79.54,13.65
Bengkulu,100,ID,1615988723,76,-3.8004,102.2655,79.59,2.86
Basco,58,PH,1615988987,88,20.4487,121.9702,78.64,18.34
Provideniya,13,RU,1615988987,86,64.3833,-173.3,-5.87,7.11
Agüimes,20,ES,1615988987,60,27.9054,-15.4461,70.0,26.46
Mwene-Ditu,100,CD,1615988988,78,-7.0,23.45,77.83,3.38
Puerto López,100,CO,1615988988,90,4.0845,-72.956,73.94,8.01
Maningrida,97,AU,1615988988,84,-12.0667,134.2667,79.41,6.46
Campbell River,90,CA,1615988989,100,50.0163,-125.2446,35.01,3.44
Mahébourg,40,MU,1615988989,65,-20.4081,57.7,82.4,10.36
Unecha,95,RU,1615988989,82,52.8459,32.6739,36.46,7.14
Viersen,20,DE,1615988989,53,51.25,6.3833,46.4,11.5
Kirakira,100,SB,1615988989,80,-10.4544,161.9205,79.21,1.21
Hobyo,94,SO,1615988758,72,5.3505,48.5268,82.87,14.43
Khani,0,GE,1615988990,32,41.9563,42.9566,68.0,12.66
La Palma,1,US,1615988990,93,33.8464,-118.0467,44.6,1.07
Vilhena,20,BR,1615988990,78,-12.7406,-60.1458,80.6,6.91
Omsukchan,31,RU,1615988991,96,62.5333,155.8,-13.83,2.95
Ocós,75,GT,1615988991,94,14.5094,-92.1933,75.2,3.44
Katima Mulilo,57,NA,1615988991,40,-17.5,24.2667,86.2,7.58
Sur,0,OM,1615988710,55,22.5667,59.5289,79.57,2.37
Mayo,90,US,1615988991,93,38.8876,-76.5119,43.0,3.44
Alofi,15,NU,1615988992,94,-19.0595,-169.9187,75.2,3.44
Qidong,72,CN,1615988992,83,31.8128,121.6561,51.01,4.0
Pochutla,1,MX,1615988992,68,15.7432,-96.4661,73.99,5.64
Ashquelon,4,IL,1615988992,40,31.6693,34.5715,70.0,1.01
Itoman,20,JP,1615988992,83,26.1247,127.6694,71.6,6.91
Novoil'insk,69,RU,1615988993,88,51.6829,108.7143,14.65,2.19
Del Rio,1,US,1615988993,20,29.3627,-100.8968,62.6,9.22
Khatanga,99,RU,1615988993,95,71.9667,102.5,-28.17,11.56
The Pas,1,CA,1615988993,73,53.8251,-101.2541,17.6,9.22
Zhangjiakou,100,CN,1615988993,81,40.81,114.8794,39.51,9.35
New Ulm,90,US,1615988994,100,44.3125,-94.4605,32.0,4.25
Kuril'sk,100,RU,1615988890,95,45.2333,147.8833,27.54,17.54
Coahuayana Viejo,1,MX,1615988994,64,18.7333,-103.6833,68.0,2.77
Ostrovnoy,35,RU,1615988994,89,68.0531,39.5131,10.94,12.82
Taunggyi,0,MM,1615988994,30,20.7833,97.0333,64.27,2.33
Ramsar,90,IR,1615988995,87,36.9226,50.6426,51.8,6.91
Necochea,100,AR,1615988995,74,-38.5473,-58.7368,59.0,10.0
Leningradskiy,98,RU,1615988995,88,69.3833,178.4167,-10.44,17.69
Saint Andrews,90,US,1615988995,93,34.0454,-81.1293,50.0,4.61
Togur,100,RU,1615988995,90,58.3631,82.8265,18.73,11.97
Yarensk,100,RU,1615988996,95,62.1675,49.0916,31.19,5.61
Champerico,90,GT,1615988996,94,14.3,-91.9167,75.2,4.5
Timrå,90,SE,1615988996,56,62.487,17.3257,39.2,9.22
Broken Hill,40,AU,1615988996,68,-31.95,141.4333,66.2,17.27
Garoowe,75,SO,1615988996,26,8.4054,48.4845,92.66,14.85
Byron Bay,90,AU,1615988997,100,-28.65,153.6167,68.0,5.75
Brigantine,90,US,1615988997,93,39.4101,-74.3646,45.0,8.05
Ciudad Guayana,78,VE,1615988997,89,8.3533,-62.6528,75.0,1.99
Maniitsoq,89,GL,1615988997,79,65.4167,-52.9,14.67,13.31
Choszczno,55,PL,1615988997,57,53.169,15.4205,46.0,8.99
Hamilton,90,US,1615988998,93,39.1834,-84.5333,44.01,6.91
At-Bashi,100,KG,1615988998,93,41.1702,75.8106,23.2,1.88
Zhigansk,89,RU,1615988998,90,66.7697,123.3711,-29.65,9.15
Tricase,75,IT,1615988998,43,39.9304,18.3553,54.0,16.11
Codrington,0,AU,1615988998,71,-38.2667,141.9667,62.58,7.18
La Paz,75,BO,1615988999,81,-16.5,-68.15,50.0,5.75
Lamu,78,KE,1615988999,69,-2.2717,40.902,82.87,11.52
Kisesa,91,TZ,1615988999,41,-3.0833,34.15,82.63,4.18
Colares,0,PT,1615988999,40,38.7992,-9.4469,72.0,12.66
Atar,91,MR,1615988999,6,20.5169,-13.0499,92.93,3.44
Vardø,75,NO,1615988719,93,70.3705,31.1107,23.0,19.57
Havelock,90,US,1615989000,100,34.8791,-76.9013,48.2,11.5
Cascais,0,PT,1615989000,40,38.6979,-9.4215,72.0,10.36
Haines Junction,100,CA,1615989000,79,60.7522,-137.5108,12.2,2.55
Muroto-misakicho,100,JP,1615989001,73,33.2833,134.15,54.93,17.4
Coos Bay,1,US,1615989001,93,43.3665,-124.2179,35.6,6.91
Mandalgovi,100,MN,1615989001,39,45.7625,106.2708,29.98,13.78
Nemuro,97,JP,1615989002,84,43.3236,145.575,31.46,14.72
Dubbo,90,AU,1615988709,94,-32.25,148.6167,60.8,11.5
Itarantim,73,BR,1615989002,53,-15.6597,-40.0656,87.71,2.15
Yurginskoye,100,RU,1615989003,91,56.8189,67.3921,27.84,10.54
Okhotsk,0,RU,1615989003,66,59.3833,143.3,4.37,15.5
Bhaktapur,20,NP,1615989003,45,27.6833,85.4167,66.2,9.22
Mittweida,100,DE,1615989003,88,50.9833,12.9833,37.99,7.0
Tanout,13,NE,1615989004,8,14.9709,8.8879,99.03,3.38
Ambunti,98,PG,1615989004,98,-4.2365,142.8448,72.43,0.96
Batagay,50,RU,1615989004,71,67.6333,134.6333,5.2,12.82
San Francisco,20,US,1615988983,76,37.7749,-122.4194,45.0,4.61
Mitú,99,CO,1615989005,93,1.1983,-70.1733,74.3,2.28
Lufilufi,20,WS,1615989005,94,-13.8745,-171.5986,75.2,5.75
Luanda,75,AO,1615989005,69,-8.8368,13.2343,82.4,5.75
Romitan,0,UZ,1615989005,58,39.9343,64.3814,51.8,13.8
Olinda,40,BR,1615989005,57,-8.0089,-34.8553,82.4,8.05
Vila Velha,40,BR,1615989006,61,-20.3297,-40.2925,87.01,12.66
Buraidah,0,SA,1615989006,20,26.326,43.975,96.8,13.8
Nunkiní,1,MX,1615989006,83,20.3333,-90.1833,75.2,9.22
Huarmey,81,PE,1615989006,69,-10.0681,-78.1522,76.66,9.22
Sirte,12,LY,1615989006,51,31.2089,16.5887,62.46,13.31
Pacific Grove,1,US,1615989007,81,36.6177,-121.9166,44.6,4.61
Bilibino,48,RU,1615989007,99,68.0546,166.4372,-24.05,1.99
Marsh Harbour,64,BS,1615989007,75,26.5412,-77.0636,74.16,11.72
Sabzawār,75,IR,1615989008,28,36.2126,57.6819,71.6,16.11
Saint-Pierre,0,RE,1615988849,58,-21.3393,55.4781,84.2,11.5
Gumia,0,IN,1615989008,13,23.7833,85.8167,84.49,6.38
Sambava,44,MG,1615989008,78,-14.2667,50.1667,82.6,10.38
Sibu,20,MY,1615989008,100,2.3,111.8167,77.0,3.44
Santa Cruz de La Palma,20,ES,1615989009,64,28.6835,-17.7642,69.8,10.36
Oussouye,0,SN,1615989009,42,12.485,-16.5469,87.8,4.61
Rongcheng,100,CN,1615989009,95,30.634,117.8517,50.07,5.19
Balclutha,0,NZ,1615989009,78,-46.2339,169.75,46.99,1.99
Djougou,40,BJ,1615989009,38,9.7085,1.666,91.4,5.75
Jacqueville,20,CI,1615989010,79,5.2052,-4.4146,84.2,18.41
Port-Gentil,40,GA,1615989010,74,-0.7193,8.7815,86.0,6.91
Linfen,94,CN,1615988881,38,36.0889,111.5189,55.26,7.45
Chabahar,0,IR,1615989010,60,25.2919,60.643,77.13,11.59
Antalaha,61,MG,1615989011,80,-14.9003,50.2788,81.75,9.17
Les Cayes,47,HT,1615989011,71,18.2,-73.75,79.0,5.48
Henties Bay,2,NA,1615989011,74,-22.116,14.2845,66.47,12.55
Tarko-Sale,100,RU,1615989012,96,64.9225,77.785,25.3,8.99
Ginir,60,ET,1615989012,52,7.1333,40.7,70.93,10.22
Capoterra,40,IT,1615989012,51,39.1763,8.9718,62.01,13.8
Borogontsy,99,RU,1615989013,95,62.6683,131.1683,15.21,5.39
Honiara,100,SB,1615989013,86,-9.4333,159.95,77.65,1.86
Roald,75,NO,1615989014,65,62.5833,6.1333,41.0,5.75
Deer Lake,90,CA,1615989014,68,49.1667,-57.4316,23.0,9.22
Kalmunai,100,LK,1615989014,72,7.4167,81.8167,79.81,8.7
Knysna,75,ZA,1615989014,68,-34.0363,23.0471,71.6,10.36
Huanren,0,CN,1615989014,55,41.2647,125.3667,33.35,3.0
Boende,76,CD,1615989015,63,-0.2167,20.8667,83.21,4.14
Oranjemund,14,NA,1615989015,73,-28.55,16.4333,68.4,12.62
Touros,40,BR,1615989015,65,-5.1989,-35.4608,84.2,9.22
Tori,99,EE,1615989015,68,58.4825,24.8152,36.0,4.0
Zdzieszowice,99,PL,1615989015,72,50.4248,18.1235,37.99,7.0
Hella,75,NO,1615989016,86,67.2,14.4333,34.0,3.44
Novikovo,100,RU,1615989016,85,51.1537,37.8879,35.02,8.25
Soria,0,ES,1615989016,54,41.6667,-2.6667,51.01,18.99
Harper,100,LR,1615989016,69,4.375,-7.7169,84.72,9.82
Cockburn Town,0,TC,1615989016,75,21.4612,-71.1419,74.28,20.58
Kiryat Gat,11,IL,1615989017,40,31.61,34.7642,70.0,1.01
Aksarka,82,RU,1615989017,95,66.5606,67.7975,-9.76,9.4
Buenavista,0,PH,1615989017,89,8.9769,125.4089,75.65,4.65
Songjianghe,0,CN,1615989017,58,42.1859,127.479,24.12,1.92
Charters Towers,66,AU,1615989017,84,-20.1,146.2667,73.72,9.95
Marion,90,US,1615989018,100,39.7684,-86.1555,44.01,11.5
Christchurch,90,NZ,1615988944,62,-43.5333,172.6333,55.0,4.61
Tessalit,0,ML,1615989018,6,20.1986,1.0114,95.45,20.13
Nouadhibou,0,MR,1615988724,60,20.931,-17.0347,75.2,13.8
Mahmudia,75,RO,1615989018,81,45.0833,29.0833,45.0,11.5
Corinth,65,GR,1615989019,23,37.9407,22.9573,60.01,5.99
Sinnamary,74,GF,1615989019,68,5.3833,-52.95,81.37,9.69
Alihe,100,CN,1615989019,87,50.5667,123.7167,20.71,2.51
Korla,99,CN,1615989020,44,41.7597,86.1469,46.54,17.67
Margate,100,GB,1615989020,72,51.3813,1.3862,48.99,8.01
Gubkinskiy,100,RU,1615989020,96,64.434,76.5026,26.06,8.81
Viedma,84,AR,1615989020,50,-40.8135,-62.9967,56.08,16.8
City of San Pedro,20,PH,1615989020,74,14.35,121.0167,84.2,3.44
Kashin,100,RU,1615989021,94,57.3592,37.6081,32.36,4.63
Bogotol,79,RU,1615989021,90,56.2078,89.5342,10.62,7.16
Mīrābād,86,AF,1615989021,12,30.4362,61.8383,78.87,5.91
Imeni Poliny Osipenko,100,RU,1615989021,80,52.4201,136.4853,13.78,5.08
Pisco,40,PE,1615989021,73,-13.7,-76.2167,69.8,8.05
Spirit River,53,CA,1615989022,68,55.7833,-118.8361,24.8,4.61
Huilong,72,CN,1615989022,83,31.8111,121.655,51.01,4.0
Câmara de Lobos,20,PT,1615989022,33,32.6333,-16.9667,71.6,10.36
Agboville,1,CI,1615989022,44,5.928,-4.2132,94.57,5.19
Thanh Hoa,4,VN,1615989022,94,19.8,105.7667,71.24,2.93
Kalawit,100,PH,1615989023,89,8.0667,122.5167,79.84,6.06
Kokopo,92,PG,1615989023,85,-4.352,152.2633,77.31,4.79
Naze,44,JP,1615988828,86,28.3667,129.4833,65.59,2.84
Itaqui,72,BR,1615989023,53,-29.1253,-56.5531,82.53,14.94
Chadan,5,RU,1615989023,81,51.2833,91.5833,7.48,3.62
Banff,93,CA,1615989024,73,51.1762,-115.5698,26.6,3.44
Siteki,40,SZ,1615989024,42,-26.45,31.95,89.6,12.66
Dobrinka,100,RU,1615989024,93,52.1653,40.4731,30.94,7.81
Chernyshevskiy,93,RU,1615989024,94,63.0128,112.4714,-12.14,4.32
Ayan,84,RU,1615989025,71,56.45,138.1667,10.04,6.53
Alice Springs,15,AU,1615988980,63,-23.7,133.8833,62.6,5.64
Tortolì,0,IT,1615989025,45,39.9256,9.6572,64.4,8.05
Port Lincoln,0,AU,1615989025,85,-34.7333,135.8667,65.08,9.28
Dali,0,CN,1615989025,36,25.7,100.1833,56.39,7.23
Hervey Bay,100,AU,1615989026,94,-25.2986,152.8535,70.0,3.0
Madingou,100,CG,1615989026,81,-4.1536,13.55,77.47,1.32
Juneau,90,US,1615989026,86,58.3019,-134.4197,33.8,9.22
Behbahān,40,IR,1615989026,22,30.5959,50.2417,89.6,18.41
Kamenka,99,RU,1615989027,88,51.3223,42.7678,30.99,9.8
Roboré,82,BO,1615989027,78,-18.3333,-59.75,82.4,6.04
Comodoro Rivadavia,0,AR,1615989027,58,-45.8667,-67.5,55.4,9.22
Fosses,75,FR,1615989027,66,49.0981,2.5096,48.2,17.27
Yatsuomachi-higashikumisaka,5,JP,1615989017,82,36.5667,137.1333,39.99,1.01
Puerto Carreño,99,CO,1615988904,75,6.189,-67.4859,78.3,9.24
Cabedelo,20,BR,1615989028,58,-6.9811,-34.8339,86.0,9.22
Vilyuysk,100,RU,1615989028,93,63.7553,121.6247,-6.79,8.9
Port Blair,0,IN,1615988735,67,11.6667,92.75,80.87,6.17
Tomatlán,0,MX,1615989028,53,19.9333,-105.25,63.0,2.93
Belyy Yar,4,RU,1615989029,78,53.6039,91.3903,8.6,2.24
Sidi Ali,100,DZ,1615989029,45,36.0998,0.4206,62.67,11.41
Paramonga,99,PE,1615989029,71,-10.6667,-77.8333,75.74,9.31
Peniche,0,PT,1615989029,42,39.3558,-9.3811,73.0,13.0
Kathu,20,TH,1615989029,74,7.9178,98.3332,86.0,5.79
Kétou,93,BJ,1615989030,46,7.3633,2.5998,93.61,7.61
Maumere,81,ID,1615989030,80,-8.6199,122.2111,80.33,2.93
Souillac,40,MU,1615989030,65,-20.5167,57.5167,82.4,10.36
Cururupu,100,BR,1615989030,97,-1.8283,-44.8683,75.0,3.8
